"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11"
"11219","New York","NY","New York","Kings",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2200,2200,2078,2078,2000,2000,1999,1899,1900,1950,1999,2000
"11213","New York","NY","New York","Kings",96,,,,,,,,,,,,,,,,,1600,1600,1600,1700,1700,1442.5,1400,1650,1700,1650,1672.5,1697.5,1699,1675,1712.5,1700,1774.5,1750,1800,1800,1950,2000,1900,1962.5,1800,1800,1800,1999,2000,1999,2000,2000,1999,2195,2000,1950,1900,1965,2100,2400,2300,2250,2300,2300,2300,2200,2200,2200,2100,2100,2100,2200,2290,2200,2250,2200,2250,2200,2100,2092.5,2000,2030,2080,2099,2175,2200,2200,2200,2199.5,2225
"11368","New York","NY","New York","Queens",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703,1753,1850,1797.5,1697.5,1900,1825,1775,1897.5,1900,2200,2055,2030,2000,1910,1770,1807.5,1845,1835,1995,1975,1846,1846,1846,1905
"92104","San Diego","CA","San Diego","San Diego",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1400,1472.5,1477.5,1350,1450,1450,1600,1550,1595,1595,1599.5,1595,1597.5,1595,1595,1695
"11203","New York","NY","New York","Kings",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2500,2187.5,2295,2000,1800,1775,1800,1795,1700,1695,1650,1875,1900,1600,1500,1500,1500,1650,1625,1650,1650,1725,1800,1750,1700,1750,1795,1750,1797,1800,1800,1895,1850,1800,1800,1800,1800,1800,1700,1899,1800,1900,1699.5,1850,2000,1900,1999,1999,2000,2000,2200,2000,1900,1885
"10031","New York","NY","New York","New York",100,,,,,,,,,,,1712.5,1737.5,1785,1799.5,1850,1850,1795,1825,1750,1700,1795,1950,1875,1850,1895,1950,1962.5,1900,1900,1862.5,1950,1995,1995,2000,2000,2100,2150,2100,2050,2100,2050,2000,2100,2150,2195,2250,2250,2072.5,2195,2250,2259,2250,2300,2295,2250,2250,2300,2350,2362.5,2400,2295,2300,2400,2400,2400,2500,2405,2325,2200,2250,2334.5,2387.5,2300,2400,2300,2400,2400,2350,2400,2400,2480,2450,2400,2500,2400,2379.5
"11220","New York","NY","New York","Kings",101,,,,,,,,,,,,,,,,,,,,,,,,1600,1525,1425,1550,1625,1655,1500,1600,1650,1680,1660,1680,1700,1700,1750,1700,1660,1650,1655,1675,1700,1750,1800,1800,1800,1750,1799,1750,1700,1700,1750,2000,2000,1900,1950,1925,1900,1850,1850,1900,1900,1900,1995,1950,1900,2000,2000,1900,2000,1995,2100,1850,2000,2000,2000,1999.5,2000,2100,2100,2050,2000,1972.5,1950
"60637","Chicago","IL","Chicago","Cook",102,,,,,,,,,,,992,1001,1000,1050,1050,1055,1095,1100,1050,1100,1100,1100,1100,950,900,850,917.5,1050,1000,1000,1000,1050,1000,1037.5,1100,1050,1000,1035,1050,1000,1000,1000,1056,1100,1094,1035,1028.5,1100,1100,1100,1100,1100,1100,1150,1150,1150,1100,1100,1100,1200,1150,1150,1150,1150,1150,1172.5,1200,1150,1150,1150,1100,1050,1100,1100,1100,1075,1100,1100,1100,1087.5,1044,1170,1150,1150,1150,1150
"11216","New York","NY","New York","Kings",103,,,,,,,,,,,,,,,,,,,,,,,,2345,1970,1900,1800,1800,1875,1900,1995,2000,2150,2200,2250,2201.5,2200,2150,2199,2162,2200,2200,2200,2250,2300,2300,2350,2350,2300,2300,2350,2200,2350,2400,2499,2495,2495,2495,2500,2499,2495,2450,2400,2450,2400,2400,2425,2400,2500,2495,2457.5,2503.5,2400,2500,2250,2392.5,2400,2400,2400,2400,2400,2450,2500,2450,2375,2395
"33015","Country Club","FL","Miami-Fort Lauderdale","Miami-Dade",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1425,1475,1450,1500,1500,1490,1450,1400,1450,1450,1500,1462.5,1450,1450,1437.5
"33141","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2400,2000,1775,1600,1362.5,1575,1492.5,1650,1700,1650,1850,1700,1750,1695,1700,1750,1800,1950,1953.5,1800,1900,1675,1675,1950,1725,1875,1700,1900,1982.5,1900,1850,1762,1750,1718,1800,1850,1800,1850,1850,1850,1895
"60608","Chicago","IL","Chicago","Cook",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1275,1295,1372.5,1355,1350,1300,1397.5,1400,1400,1400,1450,1400,1400
"98122","Seattle","WA","Seattle","King",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.5,1325,1397.5,1400,1525,1462.5,1445,1350,1495,1495,1400,1497.5,1485,1595,1575,1572.5,1550,1450
"10014","New York","NY","New York","New York",108,,,2825,3000,3000,2850,2850,2995,3095,3000,2995,3000,3000,3200,3200,3030,3118,3295,3295,3350,3350,3300,3200,3395,3400,3495,3300,3295,3200,3200,3215,3300,3312.5,3395,3400,3495,3495,3500,3515,3550,3595,3525,3500,3500,3500,3495,3500,3500,3500,3500,3475,3495,3500,3547.5,3600,3600,3597.5,3600,3650,3600,3695,3575,3600,3600,3650,3612.5,3520,3650,3597.5,3600,3695,3515,3589,3500,3500,3500,3500,3495,3550,3695,3750,3795,3750,3650,3550,3495
"90036","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2950,2925,3168,2650,3000,2595,2400,2395,2500,2400,2525,2600,2595,2622.5,2695,2697.5,2695,2695,2795,2795,2995
"33021","Hollywood","FL","Miami-Fort Lauderdale","Broward",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1350,1337.5,1350,1400,1450,1400,1337.5,1387.5,1450,1400,1350
"33324","Plantation","FL","Miami-Fort Lauderdale","Broward",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1425,1475,1450,1575,1500,1500,1497.5,1500,1500,1500,1500,1500
"06511","New Haven","CT","New Haven","New Haven",112,,,,,,,,,1150,1175,1125,1100,1150,1100,1100,1195,1200,1185,1200,1200,1212.5,1200,1200,1150,1100,1050,1100,1025,1100,1200,1200,1300,1200,1250,1237.5,1200,1200,1195,1195,1095,1050,1100,1125,1195,1195,1195,1195,1200,1200,1200,1175,1150,1150,1195,1200,1212.5,1250,1250,1250,1200,1200,1195,1200,1195,1200,1200,1250,1200,1195,1250,1275,1150,1200,1185,1197.5,1200,1295,1375,1395,1350,1295,1250,1250,1197.5,1150,1200
"11354","New York","NY","New York","Queens",113,,,,,,,,,,,,,,,,1650,1600,1557.5,1500,1405,1435,1495,1430,1500,1500,1550,1572.5,1550,1595,1550,1595,1597.5,1600,1650,1700,1650,1600,1600,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1650,1695,1650,1650,1650,1697.5,1700,1750,1750,1750,1725,1700,1750,1825,1800,1750,1795,1950,1800,1875,1900,1999.5,2175,1950,2100,1950,1950,2150,2200,2129.5,2200,2250,2200,2108,1975
"19104","Philadelphia","PA","Philadelphia","Philadelphia",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,1085,1149.5,1200,1225,1085,995,997.5,1072.5,1200,1195,1200,1225,1200,1300,1250,1195,1182,1050,1184.5,1225,1260,1172,1212.5,1200,1175,1250,1295,1220,1215,1200,1150,1195
"02135","Boston","MA","Boston","Suffolk",115,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,1850,1900,1900,1895,1875,1890,1900,1899,1925,1975,1925,1925,1950,1975,1995,2000,2000,1995,1995,1995,1975,1950,1950,1965,2000,2000,2000,2000,2050,2050,2050,2050,2077.5,2095,2047,2100,2050,2200,2300,2250,2350,2550,2300,2400,2500,2500,2200,2100,2100,2250,2400,2500,2500,2500,2500,2500,2500,2400,2300
"10466","New York","NY","New York","Bronx",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1150,1150,1200,1200,1200,1200,1300,1300,1250,1225,1250,1350,1300,1300,1350,1400,1300,1362.5,1350,1350,1350,1400,1395,1395,1397.5,1400,1450,1450,1450,1450,1350,1450,1450,1450,1450,1395,1372.5,1400,1400,1400,1450,1450,1450,1500,1500,1550,1532.5,1550,1600
"33308","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1597.5,1597,1548.5,1500,1500,1497.5,1500,1500,1500,1472.5
"11374","New York","NY","New York","Queens",118,,,,,,,,,,,,,,,,,,,,,1725,1787.5,1724.5,1600,1595,1650,1712.5,1650,1725,1712.5,1700,1750,1744,1750,1800,1800,1800,1800,1800,1775,1800,1775,1800,1925,1825,1895,1900,1950,1900,1900,1900,1900,1950,1950,1950,1900,2000,2090,2100,2100,2150,2150,2195,2250,2200,2150,2125,2282.5,2000,2150,2200,2000,2037.5,2000,1850,1950,2025,1925,1875,1950,1912.5,1993,2100,2000,2050,2025
"10472","New York","NY","New York","Bronx",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1400,1475,1500,1497.5,1495,1575,1600,1625,1487.5,1650,1550,1500
"10473","New York","NY","New York","Bronx",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603,1600,1650,1650,1625,1795,1825,1900,1900,1700,1825,1700,1686.5,1700,1703,1699
"11210","New York","NY","New York","Kings",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1549.5,1425,1350,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400,1495,1515,1500,1450,1400,1450,1450,1500,1450,1500,1550,1700,1800,1795,1799.5,1750,1750,1800,1862.5,1897.5,1800,1750,1800,1695,1700,1700,1700,1849,1800,1950,1795,1800,1750,1775,1800,1799,1799,1799.5,1750,1800,1800,1950
"10033","New York","NY","New York","New York",122,,,,,,,1525,1495,1495,1485,1550,1525,1475,1550,1550,1525,1550,1550,1550,1550,1725,1700,1800,1800,1767.5,1750,1772.5,1700,1700,1700,1725,1750,1725,1797.5,1800,1800,1795,1750,1750,1800,1775,1795,1800,1825,1862.5,1950,1950,1950,2000,1995,2000,2000,2000,2000,2000,2000,2100,2174.5,2212.5,2100,2100,2097,2012.5,2050,2150,2195,2150,2162.5,2025,2100,2362.5,2237.5,2195,2150,2033.5,2275,2250,2292,2195,2200,2175,2200,2200,2150,2200,2200
"10036","New York","NY","New York","New York",123,,,,,,,,,,,,,,,,,,3200,3270,3200,3190,3200,3199.5,3200,3200,3200,3182.5,3150,3100,3135,3190,3200,3200,3200,3200,3200,3235,3200,3200,3195,3200,3200,3200,3250,3400,3300,3287,3295,3390,3330,3350,3375,3490,3450,3497,3250,3250,3195,3395,3250,3195,3067,3000,3022.5,3170,3195,3242.5,3250,3195,3200,3180,3250,3097.5,3442.5,3030,3129.5,3225,3151,3090,3235,3250,3250,3250,3297.5,3250,3200
"33065","Coral Springs","FL","Miami-Fort Lauderdale","Broward",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.5,1322.5,1200,1260,1300,1300,1300,1300,1350,1350,1350,1375,1350,1425,1397.5,1425,1350
"10010","New York","NY","New York","New York",125,,,,,3050,2812.5,2925,2995,3100,3097,3100,3297.5,3250,3350,3250,3200,3250,3149.5,3150,3300,3400,3500,3410,3350,3300,3395,3295,3299.5,3395,3350,3395,3370,3395,3382.5,3350,3450,3487.5,3400,3400,3400,3400,3400,3395,3400,3450,3500,3495,3600,3650,3595,3650,3500,3500,3500,3647,3495,3500,3582.5,3595,3647,3627,3605,3597.5,3600,3600,3610,3595,3796,3774,3580,3600,3550,3597.5,3650,3627,3595,3658,3605,3750,3700,3711.5,3711.5,3750,3711.5,3595,3500
"76549","Killeen","TX","Killeen","Bell",126,,,,,,,,,,,625,595,600,625,649,630,649,650,690,750,650,649.5,650,650,680,662.5,725,750,625,667,655,695,695,720,725,775,750,707.5,700,707.5,750,750,750,750,792.5,750,775,795,795,795,795,795,775,790,795,775,775,775,790,797.5,795,775,790,795,795,775,775,775,790,775,725,775,725,737.5,795,750,750,750,795,795,780,755,745,695,750,750
"19103","Philadelphia","PA","Philadelphia","Philadelphia",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1995,1700,1900,1920,1957.5,1850,1800,1850,1757.5,1800,1850,1725,1910,1822
"33178","Doral","FL","Miami-Fort Lauderdale","Miami-Dade",128,,,,,,,,,,2000,2100,2050,2050,2000,2100,2100,2050,2000,2000,2000,2000,2000,2100,2200,2100,2100,2200,2100,2100,2100,2050,1900,1900,1900,2000,2050,1977.5,1850,1900,2000,2062.5,2050,2050,2100,2100,2100,2200,2150,2100,2100,2290,2400,2300,2125,1975,2100,1900,1899,2000,1912.5,1950,2000,2000,2072.5,2100,2100,2200,2200,2000,2200,2300,2290,2100,2300,2200,2100,2200,2150,2100,2200,2200,2200,2225,2299.5,2350,2200
"10461","New York","NY","New York","Bronx",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1400,1400,1450,1490,1500,1525,1500,1300,1400,1350,1350,1300,1325,1300,1300,1300,1300,1300,1300,1400,1499.5,1500,1425,1311,1300,1400,1525,1500,1500,1500,1475,1450,1500,1500,1500,1500,1500,1500,1500,1700,1472.5,1500,1675,1825,1500,1562.5,1600,1849.5,1750,1750,1750,1749.5,1750,1750,1750,1775
"90813","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995,1100,1195,1195,1195,1175,1195,1275,1250,1250,1200,1272.5,1350
"90803","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1997,1985,2095,2150,1945,1945,2010,1700,1872.5,1795,1772.5
"11106","New York","NY","New York","New York",132,,,,,,,,,,,,,,,,,,,,,1825,1750,1750,1800,1950,1850,1800,1862.5,1872.5,1925,1837.5,1900,1862,2000,2090,2100,2100,2000,2000,1950,2000,2050,2087,2100,2100,2100,2091,2100,2150,2150,2195,2133,2100,2100,2100,2150,2195,2195,2200,2100,2150,2200,2200,2200,2200,2250,2200,2195,2250,2250,2300,2100,2100,2250,2197.5,2200,2100,2100,2100,2150,2100,2195,2164.5,2200,2095,2000
"33180","Aventura","FL","Miami-Fort Lauderdale","Miami-Dade",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837.5,1950,2050,2250,2000,2200,2350,2485,2300,2200,2400,2450,2490,2500,2500,2500,2500,2650,2650,2600,2675,2750,2500,2500,2500,2500,2500,2425,2400,2400,2472.5,2500,2550,2475,2412.5,2490,2500,2450,2500,2412.5,2450,2350,2300,2250,2300,2300,2300,2225,2250,2400,2450,2450,2500,2500,2500,2500,2450,2495
"10022","New York","NY","New York","New York",134,,,,,2800,2875,2772.5,2900,3150,3250,3100,3025,3050,3225,3200,3100,3100,3100,2800,3000,2900,2900,2900,3000,3200,3200,3200,3150,3199.5,3150,3195,3190,3100,3192.5,3150,3150,3200,3150,3199.5,3200,3250,3262.5,3250,3300,3350,3250,3350,3297.5,3300,3200,3047.5,3199.5,3397,3500,3550,3300,3450,3450,3500,3395,3250,3200,3257,3200,3200,3400,3400,3400,3175,3175,3285,3400,3300,3500,3400,3350,3280,3289,3300,3400,3500,3395,3250,3300,3335.5,3200
"11432","New York","NY","New York","Queens",135,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1650,1575,1475,1512.5,1587.5,1625,1587.5,1500,1550,1500,1500,1450,1475,1500,1525,1575,1650,1568,1602,1555.5,1600,1625,1575,1555,1600,1650,1700,1650,1695,1600,1650,1712.5,1795,1650,1700,1650,1650,1717.5,1795,1650,1795,1997.5,1872.5,1650,1750,1833,1795,1850,1812.5,1862.5,2000,2025,2150,2300,2200,1950,1850,1828
"02124","Boston","MA","Boston","Suffolk",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2000,2020,2200,1850,1800,1800,1850,1850,1830,1807.5,1900,2000,1950,2025,2000,1850,1800,1850,1850,1850,1900,1900,1850,2075,2055,2000,1950,1975,1975,1995,2100,1850,1900,2000,2025,2150,2100,2130,2100,2100,2100
"11222","New York","NY","New York","Kings",137,,,,,,,,,,,,,,,,,,,,,,2600,2725,2450,2400,2000,2250,2400,2400,2400,2700,2675,2700,2800,2850,2800,2800,2800,2700,2600,2600,2600,2700,2950,2950,2800,2850,2815,2900,2832,2799.5,2798,2795,2700,2849.5,2995,2915,2868,2900,2917.5,2950,2800,2800,2700,2750,2750,2900,2800,2900,2950,2850,2895,2895,2850,2697.5,2792.5,2759.5,2750,2775,2799,2899,2899,2800,2849.5,2785,2692
"59101","Billings","MT","Billings","Yellowstone",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,585,575,575,575,525,550,575,595,595,595,590,595,612.5,625,600,595,607.5,595,625,625,650,595,595,595,595,592.5,595,550,575,595,640,585,550,550,575,595,590,580,590,620,595,595,595,595,595
"19121","Philadelphia","PA","Philadelphia","Philadelphia",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1575,1575,1650,1800,1712.5,1700,1700,1600,1875,1750,1750
"10065","New York","NY","New York","New York",140,,,,,,,3300,3197.5,3250,3195,3247.5,3300,3600,3195,3000,3000,3050,3172.5,3000,3297.5,3325,3450,3495,3400,3500,3400,3500,3450,3425,3500,3600,3500,3500,3450,3500,3495,3500,3495,3450,3400,3495,3500,3500,3400,3600,3500,3450,3200,3295,3472.5,3450,3400,3595,3500,3500,3450,3495,3500,3495,3495,3495,3500,3450,3495,3450,3492.5,3695,3295,3200,3295,3200,3200,3395,3284,3297.5,3350,3450,3295,3299,3249.5,3295,3498,3000,3225,3200,3295
"10040","New York","NY","New York","New York",141,,,,,,1385,1415,1350,1300,1300,1400,1450,1350,1350,1296,1250,1325,1325,1375,1300,1325,1350,1462.5,1400,1450,1400,1413.5,1395,1375,1400,1450,1450,1475,1487.5,1458,1500,1500,1500,1495,1500,1500,1500,1500,1500,1549.5,1600,1700,1675,1700,1650,1650,1650,1700,1695,1675,1700,1700,1685,1675,1750,1700,1685,1650,1650,1625,1625,1625,1650,1650,1700,1850,1625,1625,1650,1625,1773,1750,1700,1725,1850,1850,1887.5,1800,1800,1800,1750
"01801","Woburn","MA","Boston","Middlesex",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,1675,1650,1675,1650,1795,1850,1700,1800,1800,1800
"60605","Chicago","IL","Chicago","Cook",143,,,,,1683.5,1644,1775,1811,1799,1854,1749,1946.5,1961,2010,1832,1787.5,1717,1814,1985,2100,2103.5,1895,1916,1830,1752.5,1843,1900,1903.5,2020,1961,2017,1950,1904,1922,1864,1785,1865.5,1900,1970.5,1900,1900,1898,1890,1889,1970,2000,2055,2000,1915.5,1979,1969.5,1977.5,2040,1906,1910,1918.5,1952,2007,1907,1940.5,1919.5,2010,1983,2000,1921,1914,1836,1863,1888,1969,1987,1895,1901.5,1969.5,1795,1945.5,1921,1984,1998.5,2000.5,2001,2004,2056,1997.5,2022,1975
"11101","New York","NY","New York","Queens",144,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2525,2500,2500,2597.5,2501.5,2600,2700,2650,2615,2625,2600,2600,2600,2595,2598,2600,2620,2650,2700,2630,2600,2600,2600,2677,2690,2650,2700,2725,2725,2785,2752,2700,2750,2700,2695,2700,2700,2650,2672,2685,2672,2732.5,2700,2744,2750,2784.5,2715,2770.5,2615,2718.5,2650,2650,2625,2610,2650,2763.5,2799,2788.5,2797.5,2710
"60645","Chicago","IL","Chicago","Cook",145,,,,,,,,,,,,,,,,,,,,,,,,,997.5,950,1075,1075,1095,1100,1100,1150,1100,975,995,997.5,975,995,995,995,985,1007.5,1015,995,1000,1100,1137.5,1125,1100,1095,1112.5,1050,1025,1050,1112.5,1100,1095,1120,1075,1095,1125,1250,1300,1300,1300,1285,1272.5,1250,1095,1150,1100,1140,1135,1100,1150,1250,1300,1325,1325,1325,1325,1300,1250,1250,1250,1222.5
"11561","Long Beach","NY","New York","Nassau",146,,,,,,,,,,,,,,,,,,,,,,,,2200,2000,2150,2000,1950,1995,2100,2100,2100,2150,2000,2100,2000,1962.5,1900,1850,1800,1800,1800,1850,1965,2000,2050,2100,2100,2000,2000,2080,2050,2175,2100,2300,2350,2462.5,2600,2300,2300,2200,2200,2200,2200,2300,2400,2300,2300,2290,2000,2000,1990,2300,2150,2300,2495,2450,2600,2600,2700,2500,2300,2245,2250,2200,2290
"06790","Torrington","CT","Torrington","Litchfield",147,,,,,,,,,,,,,775,762.5,775,725,775,775,750,750,750,750,700,775,775,750,750,750,795,775,795,800,782.5,750,750,750,775,797.5,795,775,775,775,775,775,775,800,800,800,790,775,790,775,795,795,775,762.5,795,797.5,812.5,825,800,837.5,850,825,825,812.5,800,800,800,800,800,837.5,850,825,825,800,800,800,825,800,800,825,825,812.5,800,800
