"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11"
"11205","New York","NY","New York","Kings",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,2899,3100,3100,2899.5,2850,2795,2729,2700,2700,2750,2850,2800,2800,2782,2795,2897,2800,2800,2850,2797,2600,2660,2675,2697,2700,2750,2795,2799,2792,2700,2700,2600
"33134","Coral Gables","FL","Miami-Fort Lauderdale","Miami-Dade",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2250,2200,2300,2375,2300,2300,1980,2150,2000,2225,2262.5,2325,2400,2350,2325,2350,2405,2300,2350,2300,2300,2300,2325,2350,2325,2300,2200,2150,2172.5,2400,2250,1972.5,1900,1950,1870,1974.5,2175,2087.5,1950,1900,2037.5,2050,2150
"85716","Tucson","AZ","Tucson","Pima",150,,,,,,,,,,,,,,575,595,590,595,595,625,650,595,562.5,585,575,572.5,595,637.5,675,662.5,650,605,585,575,550,550,550,550,550,550,550,575,575,575,575,575,575,595,575,575,575,575,575,550,575,595,595,575,550,535,550,550,575,599.5,625,625,625,600,650,625,575,595,595,570,575,595,600,595,625,625,650,625,695,650,650,625,615
"94103","San Francisco","CA","San Francisco","San Francisco",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2745,3195,3495,3700,3600,3785,3895,3895,3500,3395,3497.5,3495
"11435","New York","NY","New York","Queens",152,,,,,,,,,,,,,,,,,,,,,,,,,,1512.5,1612,1550,1500,1399,1475,1375,1412.5,1400,1395,1375,1375,1375,1400,1400,1450,1450,1450,1450,1495,1550,1575,1650,1750,1602.5,1675,1650,1598,1598,1600,1649.5,1775,1755,1775,1775,1699,1747.5,1750,1750,1750,1750,1749.5,1800,1725,1750,1750,1800,1725,1695,1695,1700,1700,1750,1750,1775,1800,1799,1850,1850,1850,1825
"02127","Boston","MA","Boston","Suffolk",153,,,,,,,,,,,,,,,,,,,,,2542,2514,2650,2772.5,2492,2600,2585,2500,2434,2402,2600,2800,2897.5,2925,2800,2795,2750,2650,2767.5,2800,2750,2725,2755,2800,2800,2800,2700,2600,2597.5,2650,2600,2650,2650,2730,2700,2650,2800,2800,2725,2775,2650,2650,2650,2650,2738,2800,2800,2850,2650,2800,2800,2800,2850,2900,2747.5,2800,2999,3000,3000,3000,3025,3000,2995,3000,2900,2950
"10034","New York","NY","New York","New York",154,,,,,,,,,,,,,,,,,,1450,1450,1425,1350,1450,1522,1450,1375,1350,1450,1450,1495,1495,1450,1450,1495,1475,1450,1450,1475,1450,1450,1450,1475,1475,1495,1550,1595,1606,1650,1650,1650,1650,1600,1650,1650,1600,1650,1662.5,1700,1762.5,1695,1695,1712.5,1700,1772.5,1750,1700,1700,1650,1700,1700,1750,1695,1600,1695,1675,1695,1695,1750,1775,1795,1855,1825,1825,1825,1812.5,1800,1725
"11217","New York","NY","New York","Kings",155,,,,,,,,,,,2425,2400,2400,2599,2450,2450,2500,2500,2525,2550,2525,2700,2500,2745,2500,2550,2699.5,2695,2800,2800,2799.5,2900,2750,2900,2900,2900,2895,2900,2795,2790,2700,2712.5,2800,2990,2950,2900,2900,3016,3200,2860,2900,2875,2950,2914,2914,2980,2900,2900,2935,2950,2950,2900,2885,2900,2850,2900,2950,2900,3100,2995,2999.5,3000,2900,2978,2900,2750,2800,2900,2900,2995,3000,3078,3075,3100,3000,2833
"33130","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,2500,2400,2225,2125,2300,2300,2350,2350,2400,2420,2100,2200,2075,2300,2300,2200,2025,2100,2200,2000,2100,2100,2200,2200,2350,2200,2100,2300,2325,2375,2400,2412.5,2292.5,2250,2350,2250,2100,2200,2300,2350,2300,2400,2400,2400,2400,2500,2500,2450,2450,2450,2400,2400
"02472","Watertown","MA","Boston","Middlesex",157,,,,,,,,,,,,,,,,,,1800,1750,2000,1950,1800,1800,1900,1800,1800,1825,1800,1800,1800,1850,1800,1900,1800,1950,1962.5,1912.5,1900,1850,1850,1850,1900,1910,2000,2050,2195,2100,2050,1950,1925,2000,1999,2050,2000,2200,2104,2150,2200,2150,2172.5,2100,2100,2100,2200,2200,2200,2200,2100,2104,2150,2150,2100,2100,2200,2125,2100,2300,2372.5,2400,2325,2325,2350,2350,2300,2225,2250
"70118","New Orleans","LA","New Orleans","Orleans",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1350,1450,1537.5,1500,1500,1425,1400,1400,1300,1250,1250
"12601","Town of Poughkeepsie","NY","New York","Dutchess",159,,,,,,,,,,,,,,,,,,,,,,,900,900,950,950,900,887.5,895,950,975,950,950,850,850,875,900,850,950,950,950,950,950,1000,1024.5,1024.5,950,1000,1050,975,1000,1000,1050,1050,1000,1050,1050,1100,1050,1072.5,1050,1037.5,1000,1100,1100,1100,1100,1072.5,1150,1050,1125,1072.5,1100,1150,1100,1150,1150,1150,1200,1200,1200,1150,1150,1150,1150,1150
"07307","Jersey City","NJ","New York","Hudson",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1900,1900,1800,1795,1800,1775,1925,1962.5,1925,1795,1725
"02139","Cambridge","MA","Boston","Middlesex",161,,,,,2650,2350,2350,2300,2325,2250,2275,2393,2546.5,2400,2500,2579,2720,2899,2682,2547,2500,2400,2700,2833.5,2683,2422,2476,2551,2899.5,2850,2800,2700,2500,2600,2700,2600,2555,2500,2600,2600,2600,2600,2700,2700,2630.5,2600,2650,2550,2600,2500,2500,2475,2500,2600,2600,2625,2600,2600,2600,2600,2500,2400,2412.5,2525,2595,2600,2800,2875,2700,2750,2770,2600,2500,2600,2620,2639,2600,2800,2885,2850,2900,2812.5,2800,2775,2700,2700
"10026","New York","NY","New York","New York",162,,,,,,,,,,,,,,,,,,2400,2495,2625,2762.5,2700,2712.5,2700,2595,2600,2600,2532,2495,2495,2595,2598,2600,2596.5,2650,2595,2600,2600,2500,2500,2595,2600,2595,2595,2600,2700,2700,2772.5,2700,2519,2700,2612,2800,2750,2699,2550,2650,2697.5,2695,2772.5,2750,2750,2818,2850,2843,2797.5,2725,2700,2661,2795,2795,2632,2547.5,2750,2532.5,2594,2650,2650,2700,2652.5,2685,2800,2836,2683.5,2697.5,2495
"02138","Cambridge","MA","Boston","Middlesex",163,,,,,1725,1650,1700,1725,1725,1800,1900,1920,1897.5,1925,1900,2000,1812.5,2085,1965,2065,2042.5,2075,2155,2250,2250,2262.5,2200,2200,2250,2225,2200,2200,2200,2200,2350,2400,2350,2385,2397.5,2455,2432,2400,2400,2435,2450,2400,2457,2400,2400,2360,2385,2400,2395,2400,2500,2430,2400,2432.5,2400,2480,2499,2475,2400,2432.5,2500,2400,2500,2575,2500,2525,2495,2500,2550,2350,2350,2400,2400,2450,2500,2550,2575,2500,2522.5,2500,2500,2500
"11237","New York","NY","New York","Kings",164,,,,,,,,,,,,,,,,,,,,,,,2225,2199.5,2074.5,1849.5,2099,2100,2200,2200,2324.5,2399,2400,2400,2599,2631.5,2600,2550,2500,2400,2400,2350,2399,2399.5,2400,2400,2499.5,2587.5,2499.5,2400,2400,2500,2597,2550,2500,2500,2550,2650,2650,2750,2650,2600,2550,2600,2550,2500,2500,2500,2550,2700,2600,2705,2700,2700,2600,2499,2493.5,2500,2595,2600,2600,2650,2700,2595,2550,2497
"33401","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.5,1222.5,1100,1127.5,1250,1150,1105,1150,1200,1275,1262.5,1200,1300,1250,1150,1150
"19130","Philadelphia","PA","Philadelphia","Philadelphia",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1337.5,1350,1400,1450,1400,1375,1400,1450,1325,1300
"80203","Denver","CO","Denver","Denver",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,995,1000,995,1050,1125,1127.5,1097.5,1122.5,1085,1205,1230,1237.5,1200
"02128","Boston","MA","Boston","Suffolk",168,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1525,1675,1800,1900,1900,2000,1850,1800,1800,1852.5,1800,1800,1800,2000,1997.5,1995,2075,2000,1900,2000,2100,2000,2000,2100,2000,2107.5,2100,2200,2200,2200,2200,2200,2237.5,2300,2250,2250,2245,2200,2300,2300,2300,2250,2200,2200,2150,2450,2450,2400,2450,2450,2500,2500,2450,2400,2350,2340
"11103","New York","NY","New York","Queens",169,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1825,1895,1900,1825,1825,1850,1900,1975,2000,2000,2000,1997.5,1995,2000,1962.5,1900,1900,2000,2000,2000,2000,2050,2100,2000,2050,2100,2125,2150,2100,2172.5,2200,2200,2200,2200,2150,2150,2150,2200,2200,2200,2200,2200,2200,2250,2300,2300,2200,2200,2200,2199.5,2150,2200,2162.5,2250,2250,2300,2300,2250,2250,2130
"10013","New York","NY","New York","New York",170,,,,,,,,,,,,,4450,4495,4200,4000,3999.5,3997.5,3997.5,3950,3950,3975,4000,3950,4000,3975,3900,3895,3782.5,4000,4000,4000,3989,3956.5,4500,4425,4395,4300,4250,4295,4300,4370,4400,4500,4695,4495,4995,4485,4495,4475,4485,4500,4650,4850,4800,5000,4986,4895,4972.5,4695,4500,4550,4495,4222.5,4195,4495,4450,4525,4045,4495,4475,4325,4475,4850,4350,4500,4765,4795,4695,4695,4595,4762.5,4772.5,4597.5,4400,4450
"11367","New York","NY","New York","Queens",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1950,1992.5,1975,1975,1999,1950,1950,1975,1975,1975,1975,1975,1975
"11102","New York","NY","New York","Queens",172,,,,,,,,,,,,,,,,,,,1850,1900,1990,2165,2200,2300,2375,2100,1900,1900,1900,1900,2000,1995,2000,2100,2150,2200,2300,2200,2100,2100,2200,2200,2200,2250,2312.5,2300,2300,2350,2400,2350,2300,2250,2250,2350,2362.5,2395,2350,2300,2400,2500,2450,2422,2350,2395,2400,2400,2400,2400,2400,2400,2450,2500,2350,2500,2250,2400,2400,2400,2400,2300,2400,2400,2497,2300,2200,2250
"60654","Chicago","IL","Chicago","Cook",173,,,,,,1807.5,1800,1741,1810,1850,1847.5,1892,1962,1962,1935,1937,1951,1937,2064.5,2105.5,2037.5,1939,1929,1811,1825,1923,1953,1973,2047.5,2100,2019,2073.5,2150,2205,2200,2150,2100,2071,2062,2121,2122.5,2139,2200,2350,2382.5,2356,2379,2260,2241,2321,2327.5,2280,2282,2237,2390,2499,2450.5,2455,2460.5,2633,2639,2634,2497,2504,2610,2350,2300,2300,2300,2300,2340,2225,2313,2241.5,2170.5,2176.5,2176,2245,2241.5,2220,2262.5,2263.5,2314,2303,2188,2186
"11231","New York","NY","New York","New York",174,,,,,,,,,,,,,,,,,,,,2500,2600,2500,2500,2675,2850,2800,2750,2500,2600,2750,2800,3000,3000,3000,3000,2900,2800,2900,2900,2825,2800,2800,2750,2800,2800,2850,2950,2800,2800,2800,2872.5,2800,2600,2800,2900,3100,2950,2975,3000,3000,2975,2995,2950,2900,2900,2995,3000,2995,2900,2995,2950,3000,3100.5,3000,2695,2850,2800,2800,2800,2900,2800,2800,2850,2800,2900,2804.5
"10035","New York","NY","New York","New York",175,,,,,,,,,,,,,,,,2500,2377.5,2450,2400,2300,2250,2383,2500,2400,2350,2350,2350,2250,2200,2200,2200,2150,2200,2200,2100,2162.5,2150,2050,2100,2150,2195,2199,2200,2290,2250,2095,2075,2092.5,2123,2099.5,2099,2136.5,2250,2100,2100,2200,2400,2350,2200,2395,2400,2460,2390,2395,2395,2365.5,2300,2300,2162.5,2370,2400,2222.5,2200,2300,2197.5,2300,2400,2405,2450,2500,2400,2407.5,2400,2375,2400,2387.5
"10001","New York","NY","New York","New York",176,,,,,,,,,,,,,,,,3400,3495,3450,3400,3395,3450,3600,3605,3650,3640,3595,3500,3400,3400,3403.5,3425,3425,3400,3450,3451.5,3490,3400,3300,3295,3300,3319,3350,3350,3400,3500,3450,3300,3449.5,3350,3305,3432.5,3375,3357.5,3490,3468,3500,3650,3650,3800,3870,3662.5,3600,3637.5,3637.5,3400,3362.5,3400,3395,3695,3695,3595,3595,3600,3782,3492.5,3556,3600,3650,3797.5,3845,3634.5,3954,3870,3928,3950,3833.5
"60202","Evanston","IL","Chicago","Cook",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1195,1195,1197.5,1245,1220,1295,1250,1250,1227.5,1200,1250,1282.5,1325,1325,1395,1280,1295,1225,1275,1237.5,1250,1217.5,1270,1297.5,1350,1350,1395,1350,1350,1350,1340,1340,1350
"10075","New York","NY","New York","New York",178,,,,,,,,,,,,2400,2395,2400,2350,2300,2350,2392.5,2400,2350,2400,2400,2450,2397.5,2375,2385,2395,2400,2450,2400,2425,2475,2500,2500,2500,2495,2500,2445,2400,2350,2400,2400,2495,2550,2530,2450,2400,2395,2395,2380,2425,2450,2535,2400,2450,2450,2450,2495,2495,2450,2500,2450,2425,2495,2425,2500,2450,2495,2500,2450,2462.5,2400,2425,2500,2395,2450,2450,2495,2500,2495,2595,2550,2500,2550,2500,2500
"02446","Brookline","MA","Boston","Norfolk",179,,,,1975,2100,2275,2100,2100,2210,2180,2000,2100,2295,2187.5,2212.5,2500,2500,2375,2300,2200,2100,2050,2095,2260,2250,2375,2487.5,2800,2800,2410,2375,2450,2467,2485,2412.5,2417.5,2500,2510,2572.5,2650,2665,2650,2650,2600,2562.5,2550,2600,2550,2500,2570,2650,2725,2750,2750,2695,2700,2625,2550,2560,2567.5,2600,2675,2887.5,2962.5,3000,2900,2800,2900,3150,2850,2600,2797,2600,2600,3000,3100,2800,2850,2900,2900,2900,2950,2800,2825,2850,2800
"98107","Seattle","WA","Seattle","King",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1795,1995,1895,1850,1772.5,1595,1595,1595,1600,1695,1812.5
"11249","New York","NY","New York","Kings",181,,,,,,,,,,,,,,,,,,,,,,,,,3647.5,3499,3465.5,3499,3435,3300,3443,3475,3400,3458.5,3287.5,3300,3200,3180,3200,3200,3250,3300,3300,3400,3350,3300,3300,3375,3349.5,3200,3250,3134,3000,3197,3300,3400,3600,3450,3500,3550,3450,3780,3847.5,3738,3738,3600,3700,3585,3500,3350,3200,3500,3700,3700,3850,3688,3250,3396,3495,3379,3327,3327,3560,3508,3500,3397
"23503","Norfolk","VA","Virginia Beach","Norfolk City",182,,,,,,,800,790,750,725,695,700,725,725,725,775,695,695,675,700,750,750,750,750,772.5,750,750,750,740,775,775,782.5,790,790,795,775,750,775,800,762.5,750,750,775,762.5,750,820,825,795,752.5,775,765,750,750,750,775,775,780.5,781,750,737.5,725,750,750,750,750,750,750,775,750,750,775,797.5,750,750,750,750,795,795,797,800,800,785,762.5,797.5,775,795
"33140","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.5,2550,2300,2100,2150,2100,2100,2300,2276,2250,2400,2297,2300,2200,2450,2500,2500,2150,2100,2199.5,2300,2300,2250,2100,2100,2125,2300,2500,2550,2400,2500,2500,2500
"10012","New York","NY","New York","New York",184,,,,2450,2500,2585,2600,2695,2850,2800,2800,2797.5,2897.5,2925,2925,2872.5,2900,2995,2995,3000,3000,3025,3200,2995,3200,3250,3250,3195,2995,2995,2995,3050,3150,3200,3275,3300,3395,3395,3299,3295,3295,3300,3300,3295,3299,3300,3350,3391.5,3450,3500,3495,3500,3495,3500,3495,3297.5,3341.5,3400,3325,3450,3495,3450,3397.5,3400,3295,3350,3400,3350,3300,3350,3250,3195,3395,3397.5,3295,3300,3395,3325,3395,3395,3395,3497.5,3495,3400,3295,3225
"10801","New Rochelle","NY","New York","Westchester",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,2000,1875,2100,2100,2350,2200,2100,2100,1975,2072.5,2097.5,1800,1825
"06405","Branford","CT","New Haven","New Haven",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1347.5,1250,1250,1250,1250,1200,1250,1250,1200,1200,1200,1200,1200,1250,1200,1200,1250,1250,1250,1200,1200,1200,1250,1250,1250,1300,1300,1272.5,1297.5,1250,1250,1225,1250,1250,1250,1200,1200,1150,1200,1275,1200,1200,1200,1250,1250,1272.5,1250,1250,1250,1250,1300,1250,1200,1250
"60607","Chicago","IL","Chicago","Cook",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2310,2325,2259,2047.5,2187.5,2325,2500,2500,2537.5,2362.5,2350,2418,2500,2315,2300
"33131","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2400,2500,2650,2500,2485,2500,2500,2550,2550,2550,2550,2700,2600,2600,2649.5,2650,2650,2550,2550,2549.5,2550,2500,2575,2600,2500,2500,2500,2500,2562.5,2600,2525,2500,2525,2550,2500,2550,2550,2562.5,2562.5,2600,2500,2500,2500,2500,2500,2600,2600,2600,2600,2600,2650,2650,2600,2650
"11357","New York","NY","New York","Queens",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2000,2200,2300,2100,2100,2100,2200,2225,2200,2200,2100,2100
"02150","Chelsea","MA","Boston","Suffolk",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1600,1550,1700,1750,1800,1750,1900,1995,1935,1901.5,2045,2100,2100
"10550","Mount Vernon","NY","New York","Westchester",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1587.5,1550,1550,1695,1695,1600,1664.5,1700,1700,1700,1700
"11105","New York","NY","New York","Queens",192,,,,,,,,,,,,,,,,,,,,,,,,2100,2175,2287.5,2200,2195,1975,2025,2062.5,2200,2195,2195,2050,2000,2100,2200,2199.5,2110,2150,2100,2150,2250,2200,2295,2400,2295,2300,2272.5,2350,2400,2400,2350,2300,2200,2200,2200,2250,2300,2200,2300,2300,2300,2195,2300,2300,2384.5,2274.5,2300,2400,2400,2300,2300,2100,2150,2200,2150,2200,2100,2250,2300,2350,2295,2100,2300
"02118","Boston","MA","Boston","Suffolk",193,,,,,,,,,,,,,,,,2300,2232.5,2347.5,2375,2400,2400,2500,2579.5,2600,2550,2600,2700,2500,2600,2500,2600,2725,2800,2800,2800,2875,2800,2800,2800,2800,2850,2800,2795,2650,2750,2785,2750,2750,2770,2750,2775,2800,2750,3000,2795,2750,2800,2775,2850,2700,2700,2700,2795,2995,2995,2912.5,2950,2900,2850,2945,2850,2995,2900,2600,2800,3125,3200,3000,3000,2972.5,2995,3000,3000,3000,3000,2900
"33138","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1575,1550,1675,1600,1675,1687.5,1600,1600,1600,1595,1750,1597.5
"02125","Boston","MA","Boston","Suffolk",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,1975,1952.5,2000,2025,2000,1905,1995,1950,1900,1915,1950,1995,2100,2072.5,2300,2300,2250,2100,2050,2000,2000,2000,2250,2200,2312.5,2400,2400,2200,2000,2000,2000,2000,2100,2400,2495,2495,2500,2500,2500,2600,2425,2250,2200,2200,2200,2500,2550,2550,2638,2695,2699,2695,2600,2550,2600,2700
"02453","Waltham","MA","Boston","Middlesex",196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1985,1887.5,1700,1650,1700,1840,1900,1840,1800,1800,2000,2300,2000,1800,1700,1775,1875,2000,2050,2000,2150,2250,2200,2050,2000,1950,1800,2000,2100,2300,2050,2200,2200,2175,2100,2150,2200,2000,2100,2000,2195,1997.5,2100,2135,2100,2100,2050,2100,2200,2100,2000,1850
"11358","New York","NY","New York","Queens",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,2000,1925,2100,1900,1850,1900,1900,2000,2000,2100,2025,1950
"10030","New York","NY","New York","New York",198,,,,,,,,,,,1650,1695,1695,1550,1550,1600,1650,1695,1650,1697.5,1799,1812,1800,1749,1550,1580,1599.5,1650,1650,1695,1700,1727,1700,1700,1749.5,1779,1750,1795,1775,1795,1775,1750,1750,1750,1750,1795,1800,1899,1900,1950,1950,2000,2000,2000,1962.5,1999,2000,1997,2100,2000,2000,1900,1900,2000,2000,2000,2000,2000,2100,2000,2000,2250,2100,2225,1985,2250,2165,2100,2100,2100,2100,2165,2250,2299.5,2220,2104
"11104","New York","NY","New York","Queens",199,,,,,,,,,,,,,,,,,,,,,,,,,1675,1675,1750,1750,1750,1750,1750,1750,1750,1800,1800,1800,1800,1750,1800,1800,1835,1835,1867,1900,1900,1875,1875,1900,1950,1900,1950,1950,2000,2000,1975,1950,1950,2000,2100,2100,2149.5,2100,2100,2100,2050,2100,2106,2027.5,2000,1995,2000,2100,2100,2100,2025,2000,1937.5,1995,1950,2000,2000,2050,2000,1973,2100,2000
"60624","Chicago","IL","Chicago","Cook",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1300,1300,1207,1200,1250,1250,1250,1200,1250,1250,1207,1200,1250
