"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11"
"02116","Boston","MA","Boston","Suffolk",201,,,,,,,,,,,2675,2800,2800,2325,2250,2200,2550,2400,2600,2500,2500,2400,2400,2600,2600,2600,2850,2600,2500,2495,2500,2700,2700,2800,2800,3000,2900,2800,2800,2800,2800,2700,2750,2800,2750,2900,2857.5,2800,2800,2850,2800,3000,3200,2776,2800,2700,2700,2775,2700,2800,2775,2762.5,2750,2995,3000,2950,2900,2800,2750,2795,2650,2700,2915,2800,2975,2650,2800,2800,2850,2800,3000,2850,2800,2800,2800,2925
"76548","Harker Heights","TX","Killeen","Bell",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,750,785,760,755,745,775,775,787.5,825,785,760
"02131","Boston","MA","Boston","Suffolk",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,2250,1950,1995,2025,1800,1950,1850,1900,1900,2000,2147.5,2200,2100,2100,2195,2100,2137.5
"33137","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,2300,2450,2400,2300,2300,2300,2300,2350,2000,2000,2100,2150,2100,2000,2000,2075,2150,2000,2000,2000,2175,2300,2200,2300,2500,2750,2760,2700,2675,2700,2250,2250,2350,2475,2300,2350,2450,2362.5,2250,2300,2500,2500,2500,2550,2500,2450,2500,2550,2600,2550
"10017","New York","NY","New York","New York",205,,,,,,,,,,2800,2900,2950,3150,3295,3000,3000,3000,2950,2900,2900,3000,2992.5,3000,3000,3000,3000,3000,2950,3000,3000,3000,3000,3075,3100,3100,3195,3195,3050,3000,3100,3100,3200,3200,3200,3295,3200,3187.5,3100,3097.5,3200,3200,3200,3295,3395,3585,3180,3195,3095,3100,3100,3100,3250,3272.5,3150,3100,3060,3037.5,2850,3190,3272.5,3100,3125,3300,3295,2840,3010,3000,3118.5,3180,3070,2977,2960,2975,3050,2975,3000
"10039","New York","NY","New York","New York",206,,,,,,,,,,,,,,,,,,,,,,,1450,1495,1500,1450,1450,1450,1450,1450,1500,1500,1500,1550,1550,1550,1500,1500,1500,1495,1500,1500,1550,1600,1600,1650,1650,1650,1625,1650,1650,1650,1650,1700,1800,1800,1800,1775,1750,1700,1700,1800,1800,1900,1915,1900,1800,1950,1800,1997.5,1900,1825,1775,1797.5,1800,1995,1800,1800,1850,1816.5,1950,1950,1999,1995,1912.5,1950
"60621","Chicago","IL","Chicago","Cook",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,925,1000,1100,1000,1000,1000,1024.5,1000,1000,1000,1100,1050,1044
"02132","Boston","MA","Boston","Suffolk",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,1900,1895,1932.5,1890,1917.5,1972.5,1925,1995,1995,2100,1995,1962.5,1995
"95816","Sacramento","CA","Sacramento","Sacramento",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,1295,1195,1022.5,1195,1200,1195,1195,1250,1325,1295,1295,1295,1295,1300,1395
"10038","New York","NY","New York","New York",210,,,,,,2900,2990,3000,2995,3095,3072.5,3100,3010,3050,3000,2992,3020,3032.5,3100,3169,3200,3200,3247,3250,3212.5,3195,3195,3195,3200,3175,3195,3200,3250,3250,3275,3250,3252,3250,3262.5,3210.5,3225,3250,3275,3195,3235,3300,3300,3375,3333,3300,3305,3170,3295,3610,3705,3505,3450,3622.5,3490,3495,3500,3405,3395,3397.5,3375,3350,3395,3387,3525,3490,3457.5,3500,3446,3362.5,3350,3350,3392,3395,3475,3600,3595,3697.5,3600,3525,3485,3525
"33304","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1375,1350,1250,1325,1200,1300,1300,1325,1350,1500,1495,1450,1300,1250,1350,1400,1325,1325,1250,1350,1300,1250,1300,1295,1325,1300,1350,1300,1300,1300,1325,1282.5,1250,1295,1250
"33019","Hollywood","FL","Miami-Fort Lauderdale","Broward",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,2400,2200,2200,2225,2100,2100,2100,2225,2225,2350,2150,2100,2000,2250,2300,2200,2200,2325,2100,2275,2400,2250,2200,2150,2300,2500,2400,2275,2400,2200,2200,2300,2200,2200,2100,2100,2250,2190,2350
"11228","New York","NY","New York","Kings",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1500,1600,1600,1650,1700,1600,1700,1650,1700,1750,1600,1600,1600,1650,1650,1650,1697.5,1700,1700,1750,1850,1800,1850,1800,1850,2000,1900,1995,1900,1850,1925,1850,1975,1975,2000,2050,2000,2000,2100,2000,1925,2050,1900,2125,2200,2225,2100,2200,2200,2200,2197.5,2000,2100,2000,2075,2200
"02143","Somerville","MA","Boston","Middlesex",214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2350,2200,2300,2500,2400,2300,2300,2400,2362.5,2300,2300,2362.5,2300,2450,2400,2350,2325,2300,2295,2300,2249,2300,2550,2600,2700,2600,2600,2500,2400,2350,2250,2200,2275,2300,2600,2600,2800,2700,2500,2700,2800,2587.5,2430,2300,2400,2400,2400,2700,2750,2700,2700,2662.5,2652,2500,2500
"11379","New York","NY","New York","Queens",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,2000,2100,1800,1975,2100,2000,2000,2100,1900,1999,2000,2000,2050,2100,2100,2000
"63118","Saint Louis","MO","St. Louis","Saint Louis City",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,675,650,685,700,695,695,697.5,700,695,695,700
"60601","Chicago","IL","Chicago","Cook",217,,,,,1646.5,1822,1754,1754,1859,1875,1931,1960,1934,1888,1926,1900,1897.5,1972,2101,1926,1953.5,1958.5,1936,1962,1950,1922.5,1915,1940,1969.5,1988,2065,1970,1950,1950,1920,1950,1954,1934,2000,2075,2037.5,2100,2078,2087.5,2086,2096,2105,2125,2086.5,2125,2027,1967,2215.5,2258,2201.5,2278,2290.5,2219,2108,2299,2504,2380.5,2355,2165,2147,2153,2395.5,2337,2314.5,2296,2378,1958,1956,2120,1966,2016,1953,1990,1980,2012,2075,2169,2199,2165,2090,2025
"02115","Boston","MA","Boston","Suffolk",218,,,,,,,,,,,,,2200,2225,2200,1950,1825,1850,1850,1900,1900,2150,2250,2300,2100,2300,2400,2200,2100,2100,2100,2185.5,2200,2265,2300,2380,2230,2450,2500,2600,2500,2500,2415,2350,2342.5,2330,2345,2350,2400,2400,2400,2400,2400,2400,2400,2350,2355,2400,2415,2450,2425,2450,2415,2475,2400,2400,2395,2389,2407.5,2400,2295,2300,2500,2400,2550,2500,2600,2450,2495,2431,2400,2395,2500,2550,2585,2600
"02145","Somerville","MA","Boston","Middlesex",219,,,,,,,,,,,,,,,,,,,,1672.5,1750,1800,1737.5,1900,1850,1800,1800,1850,1800,2000,1900,1825,1800,1830,1950,1962.5,1900,1950,1899,1800,1800,1850,1900,1900,1997.5,2300,2165,2100,2000,2007.5,2000,2100,2100,2100,2200,2350,2325,2300,2300,2200,2000,2100,2100,2200,2300,2200,2200,2200,2300,2300,2262.5,2500,2400,2250,2250,2250,2100,2200,2300,2600,2575,2600,2500,2500,2450,2350
"10037","New York","NY","New York","New York",220,,,,,,,,,,,,,,1475,1495,1510,1525,1560,1572.5,1550,1550,1785,1822.5,1750,1625,1650,1705,1687.5,1650,1725,1750,1750,1737.5,1725,1750,1725,1725,1749.5,1700,1725,1702,1707,1750,1800,1795,1795,1750,1750,1775,1750,1750,1775,1800,1837.5,1800,1750,1797,1817.5,1897.5,1850,1847.5,1883,1899,1881.5,1850,1875,1935,1906,1965,1900,1950,1800,1955,1950,1915,1950,1950,1911,1887.5,1975,2112.5,2154,2149,2100,2025,1995
"02144","Somerville","MA","Boston","Middlesex",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2875,2855,2525,2500,2550,2600,2637.5,2700,2600,2450,2400,2400,2300,2300,2407.5,2450,2400,2625,2585,2550,2600,2400,2500,2500,2500,2600,2800,2800,2850,2850,2700,2600,2697.5,2500,2470,2500,2550,2700,2700,2900,2900,2800,2737.5,2762.5,2700,2550,2550,2600,2600,2695,2950,3000,3000,2997.5,2850,2700,2600,2600
"33301","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,2000,1924.5,1950,1800,1800,1797.5,1750,1700,1662.5,1675,1775,1719,1650,1650,1900,1925,1800,1700,1895,1668,1668,1687.5,1650,1650,1650,1650,1650,1650,1775,1687.5,1700,1687.5,1650,1787.5,1675,1685,1775,1650,1725,1775,1797,1695,1712.5,1775,1825,1801.5,1800,1790,1800,1650,1650,1650
"02478","Belmont","MA","Boston","Middlesex",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,2000,1900,1900,1900,1900,1850,1850,1950,1950,1800,1874.5,1975,2000,2000,2200,2100,1995,2000,2000,2000,2100,2150,2150,2125,2100,2200,2000,2000,2000,2000,1995,2000,2000,2050,2100,2150,2200,2200,2325,2000,2000,2000,2000,1995,2000,2100,2100,2295,2300,2300,2300,2300,2325,2208
"60642","Chicago","IL","Chicago","Cook",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101.5,2100,2100,1995,2050,2000,2100,2097.5,2050,2250,1995,1800,1850,2100,1950,2100,1900,1950,2135,2000,1968,1895,1800,1750,1824.5,2008.5,2100,2100,2050,2000,2031.5
"02215","Boston","MA","Boston","Suffolk",225,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1800,2000,1900,1795,1800,1800,1795,1775,1800,1825,1837.5,1850,1875,1925,1975,1950,1950,1900,1900,1900,1900,1900,1900,1950,1925,2000,2100,2000,2000,1950,1950,1950,1950,1950,1950,2000,2062.5,2100,2150,2075,2000,2000,1900,1975,1950,1925,1950,1975,1950,2135,2025,1995,2025,1950,1925,1850,2000,2075,2125,2092.5
"02134","Boston","MA","Boston","Suffolk",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,1850,1825,1800,1800,1895,1895,1962.5,2095,2200,2200,2400,2350,2295,2299,2099,2050,2000,1995,1900,1800,1850,1995,2300,2195,1995,1995,1950,1950,1950,1995,2050,2075,2100,2400,2395,2400,2400,2350,2300,2500,2150,2200,2400,2300,2090,2300,2600,2550,2650,2560,2600,2600,2550,2550,2500,2495,2476
"11361","New York","NY","New York","Queens",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1750,1700,1750,1750,1750,1800,1800,1800,1987.5,2050,1850,1950,1900,1900,1900,1950,2000,1980,1950,1965,1965,2000,1950,1900,2000,1995,2000,2000,2047.5,2100,2100,1895,1900,2047.5,2150,1850,1975,1995,1850,2050,1995,1995,2100,2150,2145,2000,2100,2000,2100,1995,2100
"10471","New York","NY","New York","Bronx",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1999,2030,2197.5,1999,1795,1700,1700,1700,1700,1712.5,1762.5,1830,1850,1900,2003.5,2000,1972.5,1995,1912.5,1895,1762.5,1820.5,1995,1995,2095,1900,2000,2100,2095,1996,1912,1900,1975,1800,2100,1895,2000,2000,2145,2295,2000,1847.5,1800,1872.5,1900,1897.5,1850,1950,1900,1900,1800,1725
"02140","Cambridge","MA","Boston","Middlesex",229,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2500,2500,2225,2500,2200,2100,2200,2200,2300,2300,2425,2577,2505,2400,2400,2500,2505,2530,2600,2700,2579,2450,2587.5,2400,2500,2600,2547.5,2595,2825,2750,2600,2600,2665,2600,2600,2500,2600,2650,2725,2625,2800,2700,2800,2700,2850,2600,2650,2450,2600,2850,2800,2980,2887.5,2840,2950,2950,2900,2800,2800
"11378","New York","NY","New York","Queens",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1600,1674,1600,1600,1600,1600,1625,1600,1600,1675,1750,1774.5,1750,1750,1699,1912.5,1825,1800,1800,2000,1900,1862.5,1875,1900,1900,1900,1887.5,1800,2000,2100,2150,1900,2000,2100,1800,2000,2050,2100,2099,2200,2125,2000,2125,2100,2195,2100,2100,2100
"11421","New York","NY","New York","Queens",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1750,1800,1750,1750,1900,1700,1750,1825,1825,1850,1850
"33154","Bal Harbour","FL","Miami-Fort Lauderdale","Miami-Dade",232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2450,2300,2300,2225,2400,2487.5,2695,2695,2600,2600,2637.5
"11418","New York","NY","New York","Queens",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1700,1697.5,1700,1800,1797.5,1850,1765,1900,1875,1800,1700,1700
"11415","New York","NY","New York","Queens",234,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1550,1550,1550,1525,1528,1500,1550,1550,1650,1650,1650,1625,1650,1650,1650,1650,1675,1675,1650,1650,1700,1692.5,1725,1695,1697.5,1700,1725,1700,1750,1800,1800,1800,1900,1850,1850,1850,1800,1950,1900,1950,1850,1800,1800,1837.5,2000,1800,1900,1995,2000,1900,1850,1800,1850,1825,1825,1800,1900,1862.5,1950,2000
"02445","Brookline","MA","Boston","Norfolk",235,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2350,2400,2300,2425,2500,2600,2600,2600,2600,2550,2550,2650,2650,2699.5,2700,2650,2650,2650,2600,2600,2500,2462.5,2600,2550,2500,2599.5,2562.5,2700,2699,2600,2600,2585,2595,2595,2550,2595,2600,2800,2800,2900,2650,3000,2850,2597,2825,2600,2600,2694.5,2700,2770,2850,2925,2790,2900,2900,2750,2750,2700,2700
"02114","Boston","MA","Boston","Suffolk",236,,,,,,,,,,,,,,,,2320,2205,2210,1850,1850,1950,2205,2350,2255,2325,2375,2400,2500,2550,2550,2500,2500,2500,2670,2695,2807.5,2800,2800,2712.5,2700,2800,2822.5,2880,2800,2695,2800,2520,2690,2720,2650,2700,2675,2740,2600,2695,2400,2400,2500,2575,2625,2600,2600,2600,2697.5,2700,2700,2700,2900,2800,2800,2750,2600,2700,2700,2597.5,2500,2752.5,2750,2750,2790,2700,2499.5,2700,2700,2600,2500
"60661","Chicago","IL","Chicago","Cook",237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,2180,2165,2085,2050,2070,2000,2035,1840,2035,2054,2053,1935,1737.5,1634,1713,1789.5,1875.5,1881,1939.5,1796,2051,1950,1955,1958,2017,2050,2047,2079,1995,2184,2280,2276,2166,2264,2121,2094,2035,1995,2040,2020,2051,2047.5,2104.5,2178.5,2051,2100,2075,2047.5,2058,1950,1992.5,2012,2051,2034,2139,2130
"02129","Boston","MA","Boston","Suffolk",238,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2300,2350,2400,2384.5,2430,2397.5,2720,2849.5,2612.5,2500,2550,2600,2600,2745,2600,2600,2600,2600,2650,2600,2699,2600,2547,2500,2475,2505,2502.5,2505,2555,2800,2600,2650,2717.5,2600,2550,2597.5,2600,2600,2600,2600,2560,2507.5,2467.5,2600,2565,2625,2630,2460,2600,2600,2800,2950,2875,2950,3000,3000,3250,2800,2600,2550,2600
"33129","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402,2514,2452,2400,2509,2402,2514,2375,2350,2350,2375,2350,2350,2050,2385,2175,2325,2300,2500,2450,2150,2450,2300,2400,2500,2500,2500,2500,2400,2300
"33132","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499.5,2400,2500,2500,2550,2550,2550,2350,2400,2375,2475,2537.5,2400,2200,2250,2250,2200,2300,2500,2400,2500,2500,2400,2500,2500,2400,2425,2500,2500,2350,2350,2425,2500,2475,2450,2400,2300,2350,2350,2300,2350,2350,2450,2450,2300,2400,2500,2500,2400
"10543","Town of Mamaroneck","NY","New York","Westchester",241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,2175,2100,2100,2000,1925,2000,2000,2050,2025,1962.5,2000,1950,2100,1925,1850,2000,2000,1910,2125,2350,2350,2250,2350,2350,2350,2350,2350,2350
"11232","New York","NY","New York","Kings",242,,,,,,,,,,,,,,,,,,,,,1700,1675,1725,1850,1800,1800,1700,1650,1625,1650,1800,1850,1975,1925,1850,1875,1900,1850,1840,1800,1800,1800,1800,1900,1900,1975,1950,1900,1972.5,1975,1975,2000,2300,2100,2000,1937.5,1899,1900,2000,2000,2100,2150,2195,2100,2100,2100,2100,2200,2125,2100,2225,2000,2000,2100,1985,2000,2000,2100,2175,2250,2200,2200,2200,2200,2400,2250
"10805","New Rochelle","NY","New York","Westchester",243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.5,1850,1825,1836,1850,1797,1700,1850,1787.5,1795,1750,1750,1799
"02141","Cambridge","MA","Boston","Middlesex",244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2600,2750,2800,2700,2633.5,2650,2550,2500,2400,2450
"02467","Brookline","MA","Boston","Norfolk",245,,,,,,,,,,,,,1850,1850,1885,1850,1930,1850,1905,1870,1885,1885,1920,1947.5,2020,2027.5,1945,1955,2060,2065,2100,2067.5,2035,2042.5,2095,2105,2125,2095,2100,2145,2140,2155,2185,2240,2200,2270,2300,2250,2245,2250,2270,2260,2220,2255,2300,2287.5,2300,2300,2305,2312.5,2310,2365,2355,2370,2340,2340,2357.5,2360,2340,2340,2535,2420,2425,2470,2400,2510,2510,2600,2515,2700,2705,2520,2600,2625,2550,2690
"10018","New York","NY","New York","New York",246,,,,,,,,,,,,,,,,,,3225,3292,3250,3280,3297.5,3295,3369,3350,3392,3320,3250,3290,3300,3338,3320,3390,3350,3380,3400,3360,3300,3300,3300,3300,3300,3320,3400,3454,3450,3475,3475,3452.5,3495,3462.5,3550,3700,3635,3617.5,3595,3595,3670,3640,3620,3595,3525,3450,3435,3420,3485,3417.5,3595,3430,3450,3495,3495,3450,3500,3588,3479,3470,3495,3400,3392.5,3368,3395,3695,3672.5,3592.5,3561
"10005","New York","NY","New York","New York",247,,,,,,,,,,,,,,3297.5,3250,3295,3436,3397.5,3364,3436,3500,3500,3445,3395,3470.5,3400,3322.5,3350,3300,3225,3250,3207.5,3240,3275,3295,3400,3487.5,3405,3450,3400,3392.5,3395,3395,3350,3500,3500,3400,3450,3490,3495,3495,3395,3450.5,3595,3891.5,3495,3550,3425,3410,3450,3395,3407.5,3300,3275,3275,3352.5,3494,3402,3514,3375,3429,3412,3522,3369.5,3285,3250,3318,3335,3351,3563,3620,3790,3700,3595,3697.5,3492.5
"10280","New York","NY","New York","New York",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3401,3242.5,3370,3415,3075,3195,3197.5,3132.5,3300,3495,3402.5,3500,3550,3400,3338.5,3210
"10528","Harrison","NY","New York","Westchester",249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,2200,2200,2287.5,2450,2225,2425,2350,2450,2662.5,2500,2300
"02113","Boston","MA","Boston","Suffolk",250,,,,,,,,,,,,,,,,2400,2387.5,2200,2300,2400,2350,2347.5,2395,2400,2400,2425,2472.5,2400,2250,2400,2400,2550,2400,2400,2425,2600,2495,2497.5,2400,2400,2350,2400,2400,2400,2400,2400,2500,2400,2400,2400,2490,2500,2500,2595,2500,2500,2500,2500,2500,2400,2300,2300,2400,2400,2400,2500,2500,2500,2525,2500,2425,2550,2450,2600,2300,2500,2500,2650,2700,2675,2600,2687.5,2700,2600,2600,2600
"02111","Boston","MA","Boston","Suffolk",251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2887.5,2912.5,3300,3300,3300,2975,3149,3200,3200,3124.5,3150,3046,3000,3100
"11109","New York","NY","New York","New York",252,,,,,,,,,,2647.5,2675,2750,2642.5,2720,2675,2625,2730,2650,2687.5,2805,2860,2880,2820,2795,2825,2880,2800,2800,2900,2935,2880,2925,2900,2897.5,2850,2827.5,2850,2905,2895,2912.5,2920,2945,2900,2870,2825,2847.5,2892.5,3065,3095,3100,3150,3110,3295,3190,3087.5,3077.5,3097.5,3150,3125,3150,3100,3035.5,3045,3045,3235,3200,3195,3120,3300,3100,3195,3177.5,3220,2995,3300,3295,3350,3375,3395,3300,3350,3425,3347.5,3340,3205,3010
"60606","Chicago","IL","Chicago","Cook",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.5,1900,1887,1901,1967.5,1999,1900.5,1940,1981,1950,1990.5,1958,2050,2039.5
"10006","New York","NY","New York","New York",254,,,,,,2785,2825,2792.5,2850,2780,2725,2785,2800,2845,2800,2799.5,2880,2900,2925,2900,2975,2995,3025,3072.5,3000,3062.5,2995,2950,2905,2950,2850,2975,2995,2995,2995,3000,3000,2995,3000,3000,3000,3002.5,2995,2950,2950,3200,3195,3200,3200,3200,3200,3145,3295,3352.5,3352.5,3355,3295,3340,3340,3355,3397.5,3400,3338,3295,3362.5,3448,3390,3350,3485,3390,3370,3362.5,3400,3350,3346,3377.5,3495,3500,3650,3500,3500,3700,3850,3695,3500,3595
"02109","Boston","MA","Boston","Suffolk",255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965,2700,2700,2700,2700,2800,2700,2775,2850,2900,2980,2880
